Window,OOS_Start,OOS_End,OOS_Bars,ChnLen,StpPct,Entry_Position,End_Position,OOS_NetProfit,OOS_MaxDrawdown
1,2024-07-01 09:05:00,2024-12-31 15:00:00,9000,640,0.005,0,0,73692.01500000032,-17014.17749999973
2,2025-01-02 09:05:00,2025-06-30 15:00:00,8424,1920,0.005,0,0,143024.36000000022,-5742.262499999953
3,2025-07-01 09:05:00,2025-12-31 15:00:00,9072,1920,0.005,0,0,160002.67499999993,-12965.227500000095
